Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,valid_link
231,80102066,LYCKSELE MURBO,Beds,695.0,No old price,True,https://www.ikea.com/sa/en/p/lycksele-murbo-mattress-80102066/,No,"        Mattress,          140x188 cm",IKEA of Sweden,,,,True
233,10411242,VITVAL,Beds,995.0,No old price,True,https://www.ikea.com/sa/en/p/vitval-loft-bed-frame-white-light-grey-10411242/,No,"        Loft bed frame,          90x200 cm",IKEA of Sweden,,195.0,135.0,True
255,59297141,JONAXEL,Bookcases & shelving units,135.0,SR 138,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s59297141/,No,"        Frame with mesh baskets,          25x51x70 cm",IKEA of Sweden,51.0,70.0,25.0,True
256,59201841,OLAUS,Bookcases & shelving units,290.0,SR 350,True,https://www.ikea.com/sa/en/p/olaus-1-shelf-section-s59201841/,No,"        1 shelf section,          92x36x181 cm",IKEA of Sweden,36.0,181.0,92.0,True
259,69297287,JONAXEL,Bookcases & shelving units,375.0,SR 437,True,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-s69297287/,No,"        Shelving unit,          182x51x160 cm",IKEA of Sweden,51.0,160.0,182.0,True
261,70261131,GERSBY,Bookcases & shelving units,95.0,No old price,True,https://www.ikea.com/sa/en/p/gersby-bookcase-white-70261131/,No,"        Bookcase,          60x180 cm",IKEA of Sweden,24.0,180.0,60.0,True
262,20275814,KALLAX,Bookcases & shelving units,115.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/,Yes,"        Shelving unit,          77x77 cm",Tord Björklund,39.0,77.0,77.0,True
263,60282186,LACK,Bookcases & shelving units,199.0,No old price,True,https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/,Yes,"        Wall shelf unit,          30x190 cm",C Halskov/H Dalsgaard,28.0,190.0,30.0,True
264,278578,HYLLIS,Bookcases & shelving units,59.0,No old price,True,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-galvanised-00278578/,No,"        Shelving unit,          60x27x140 cm",IKEA of Sweden,27.0,140.0,60.0,True
265,80275887,KALLAX,Bookcases & shelving units,250.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-80275887/,Yes,"        Shelving unit,          77x147 cm",Tord Björklund,39.0,147.0,77.0,True
266,50419972,JONAXEL,Bookcases & shelving units,175.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-white-50419972/,No,"        Shelving unit,          80x38x160 cm",IKEA of Sweden,38.0,160.0,80.0,True
267,30428326,HYLLIS,Bookcases & shelving units,39.0,No old price,True,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-30428326/,No,"        Shelving unit,          60x27x74 cm",IKEA of Sweden,27.0,74.0,60.0,True
268,90282180,LACK,Bookcases & shelving units,39.0,No old price,True,https://www.ikea.com/sa/en/p/lack-wall-shelf-white-90282180/,Yes,"        Wall shelf,          110x26 cm",IKEA of Sweden,26.0,,,True
269,40178591,LAIVA,Bookcases & shelving units,85.0,No old price,True,https://www.ikea.com/sa/en/p/laiva-bookcase-black-brown-40178591/,No,"        Bookcase,          62x165 cm",Jon Karlsson,24.0,165.0,62.0,True
272,90305803,VITTSJÖ,Bookcases & shelving units,245.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-90305803/,No,"        Shelving unit,          100x93 cm",Johan Kroon,36.0,93.0,100.0,True
273,263850,BILLY,Bookcases & shelving units,185.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/,Yes,"        Bookcase,          80x28x202 cm",Gillis Lundgren,28.0,202.0,80.0,True
274,50263838,BILLY,Bookcases & shelving units,145.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-50263838/,Yes,"        Bookcase,          40x28x202 cm","502.638.38 Shallow shelves help you to use small wall spaces effectively by accommodating small items in a minimum of space.Adjustable shelves; adapt space between shelves according to your needs.A simple unit can be enough storage for a limited space or the foundation for a larger storage solution if your needs change.This furniture must be fixed to the wall with the enclosed wall fastener.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.Min. ceiling height required: 205 cm.1 fixed shelf and 4 adjustable shelves included.May be completed with BILLY corner fitting to form a stable corner unit.May be completed with BILLY height extension unit in the same width for added storage vertically.May be completed with doors; available in different colours and designs.",28.0,202.0,40.0,True
275,30419973,JONAXEL,Bookcases & shelving units,75.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-white-30419973/,Yes,"        Shelving unit,          25x51x70 cm",IKEA of Sweden,51.0,70.0,25.0,True
276,39318031,HYLLIS,Bookcases & shelving units,137.0,No old price,True,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-s39318031/,No,"        Shelving unit in/outdoor,          180x27x74-140 cm",IKEA of Sweden,27.0,,180.0,True
278,30318163,IVAR,Bookcases & shelving units,35.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelf-pine-30318163/,No,"        Shelf,          83x30 cm",IKEA of Sweden,30.0,,83.0,True
279,275848,KALLAX,Bookcases & shelving units,195.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-00275848/,Yes,"        Shelving unit,          42x147 cm",Tord Björklund,39.0,147.0,42.0,True
280,50214678,VITTSJÖ,Bookcases & shelving units,225.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-50214678/,No,"        Shelving unit,          51x175 cm",Johan Kroon,36.0,175.0,51.0,True
281,39031411,HEJNE,Bookcases & shelving units,165.0,No old price,True,https://www.ikea.com/sa/en/p/hejne-1-section-softwood-s39031411/,Yes,"        1 section,          78x31x171 cm",IKEA of Sweden,31.0,171.0,78.0,True
283,40033763,IVAR,Bookcases & shelving units,295.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-cabinet-pine-40033763/,No,"        Cabinet,          80x30x83 cm",IKEA of Sweden,30.0,83.0,80.0,True
284,50339292,FJÄLLBO,Bookcases & shelving units,495.0,No old price,True,https://www.ikea.com/sa/en/p/fjaellbo-shelving-unit-black-50339292/,No,"        Shelving unit,          100x95 cm",Johan Kroon,36.0,95.0,100.0,True
285,20312492,OBSERVATÖR,Bookcases & shelving units,15.0,No old price,True,https://www.ikea.com/sa/en/p/observatoer-clip-on-basket-grey-brown-20312492/,No,        Clip-on basket,Henrik Preutz,,18.0,30.0,True
286,59278307,KALLAX,Bookcases & shelving units,500.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s59278307/,Yes,"        Shelving unit with 4 inserts,          77x147 cm",Tord Björklund,39.0,147.0,77.0,True
287,80263832,BILLY,Bookcases & shelving units,95.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-80263832/,Yes,"        Bookcase,          40x28x106 cm",Gillis Lundgren,28.0,106.0,40.0,True
288,19189030,EKET,Bookcases & shelving units,656.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s19189030/,Yes,"        Wall-mounted cabinet combination,          80x35x210 cm",IKEA of Sweden/Jon Karlsson,35.0,210.0,80.0,True
290,50282182,LACK,Bookcases & shelving units,99.0,No old price,True,https://www.ikea.com/sa/en/p/lack-wall-shelf-white-50282182/,Yes,"        Wall shelf,          190x26 cm",IKEA of Sweden,26.0,,,True
294,80295526,BESTÅ,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-shelf-black-brown-80295526/,Yes,"        Shelf,          56x16 cm",IKEA of Sweden,16.0,,56.0,True
295,50282177,LACK,Bookcases & shelving units,19.0,No old price,True,https://www.ikea.com/sa/en/p/lack-wall-shelf-white-50282177/,Yes,"        Wall shelf,          30x26 cm",IKEA of Sweden,26.0,5.0,,True
298,69281804,BILLY / OXBERG,Bookcases & shelving units,915.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-doors-white-s69281804/,Yes,"        Bookcase with glass-doors,          120x30x202 cm",Gillis Lundgren,30.0,202.0,120.0,True
299,287808,HEJNE,Bookcases & shelving units,45.0,No old price,True,https://www.ikea.com/sa/en/p/hejne-shelf-softwood-00287808/,Yes,"        Shelf,          77x28 cm 2 pack",IKEA of Sweden,28.0,,77.0,True
300,10261129,FINNBY,Bookcases & shelving units,149.0,No old price,True,https://www.ikea.com/sa/en/p/finnby-bookcase-black-10261129/,No,"        Bookcase,          60x180 cm",IKEA of Sweden,24.0,180.0,60.0,True
301,20213312,VITTSJÖ,Bookcases & shelving units,395.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-black-brown-glass-20213312/,No,"        Shelving unit,          100x175 cm",Johan Kroon,36.0,175.0,100.0,True
302,29281066,BILLY / OXBERG,Bookcases & shelving units,385.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s29281066/,Yes,"        Bookcase with doors,          80x30x202 cm",Gillis Lundgren,30.0,202.0,80.0,True
305,30263844,BILLY,Bookcases & shelving units,115.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-30263844/,Yes,"        Bookcase,          80x28x106 cm",Gillis Lundgren,28.0,106.0,80.0,True
306,70301542,KALLAX,Bookcases & shelving units,725.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-70301542/,Yes,"        Shelving unit,          182x182 cm",IKEA of Sweden,39.0,182.0,182.0,True
308,69017828,BILLY / OXBERG,Bookcases & shelving units,575.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-white-s69017828/,Yes,"        Bookcase,          80x30x202 cm",Gillis Lundgren,30.0,202.0,80.0,True
311,79902657,VITTSJÖ,Bookcases & shelving units,554.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-with-laptop-table-black-brown-glass-s79902657/,No,"        Shelving unit with laptop table,          200x36x175 cm",Johan Kroon,36.0,,200.0,True
313,70342199,FJÄLLBO,Bookcases & shelving units,295.0,No old price,True,https://www.ikea.com/sa/en/p/fjaellbo-shelving-unit-black-70342199/,No,"        Shelving unit,          51x136 cm",Johan Kroon,36.0,136.0,51.0,True
314,70364290,OLAUS,Bookcases & shelving units,19.0,No old price,True,https://www.ikea.com/sa/en/p/olaus-clip-on-basket-70364290/,No,        Clip-on basket,IKEA of Sweden,,15.0,13.0,True
315,60413502,HEMNES,Bookcases & shelving units,796.0,SR 995,True,https://www.ikea.com/sa/en/p/hemnes-bookcase-white-stain-light-brown-60413502/,Yes,"        Bookcase,          90x197 cm",Carina Bengs,37.0,197.0,90.0,True
316,39287398,BILLY / OXBERG,Bookcases & shelving units,340.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-door-white-glass-s39287398/,Yes,"        Bookcase with glass door,          40x30x202 cm","392.873.98 Glass doors keep your favourite items free from dust but still visible.Adjustable shelves; adapt space between shelves according to your needs.Adjustable hinges allow you to adjust the door horizontally and vertically.This furniture must be fixed to the wall with the enclosed wall fastener.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack and/or break. Avoid collisions from the side - this is where the glass is most vulnerable.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.Min. ceiling height required: 205 cm.1 fixed shelf and 4 adjustable shelves included.May be completed with BILLY height extension unit in the same width for added storage vertically.",30.0,202.0,40.0,True
317,39278290,KALLAX,Bookcases & shelving units,345.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-2-inserts-black-brown-s39278290/,Yes,"        Shelving unit with 2 inserts,          42x147 cm",Tord Björklund,39.0,147.0,42.0,True
319,49280042,BILLY / OXBERG,Bookcases & shelving units,315.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s49280042/,Yes,"        Bookcase with doors,          80x30x106 cm",Gillis Lundgren,30.0,106.0,80.0,True
320,90301555,KALLAX,Bookcases & shelving units,115.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-90301555/,No,"        Shelving unit,          77x42 cm",IKEA of Sweden,39.0,42.0,77.0,True
325,60419962,JONAXEL,Bookcases & shelving units,15.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-wire-basket-white-60419962/,Yes,"        Wire basket,          25x51x15 cm",IKEA of Sweden,51.0,15.0,25.0,True
326,295554,BESTÅ,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-shelf-white-00295554/,Yes,"        Shelf,          56x36 cm",IKEA of Sweden,36.0,,56.0,True
327,20409936,KALLAX,Bookcases & shelving units,395.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-20409936/,Yes,"        Shelving unit,          112x147 cm","204.099.36 Choose whether you want to place it vertically or horizontally and use it as a shelf or sideboard.This furniture must be fixed to the wall with the enclosed wall fastener.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.Two persons are needed for the assembly of this furniture.May be completed with KALLAX insert, sold separately.",39.0,147.0,112.0,True
328,90301225,BRIMNES,Bookcases & shelving units,445.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bookcase-white-90301225/,Yes,"        Bookcase,          60x190 cm",K Hagberg/M Hagberg,35.0,190.0,60.0,True
330,60364295,OLAUS,Bookcases & shelving units,145.0,No old price,True,https://www.ikea.com/sa/en/p/olaus-shelving-unit-galvanised-60364295/,No,"        Shelving unit,          92x36x94 cm",IKEA of Sweden,36.0,94.0,92.0,True
332,9017826,BILLY,Bookcases & shelving units,345.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s09017826/,Yes,"        Bookcase,          240x28x106 cm",Gillis Lundgren,28.0,106.0,240.0,True
333,69251345,IVAR,Bookcases & shelving units,420.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-pine-s69251345/,No,"        Shelving unit,          89x50x179 cm",IKEA of Sweden,50.0,179.0,89.0,True
336,30409295,KOLBJÖRN,Bookcases & shelving units,345.0,No old price,True,https://www.ikea.com/sa/en/p/kolbjoern-cabinet-in-outdoor-beige-30409295/,No,"        Cabinet in/outdoor,          80x81 cm",IKEA of Sweden,35.0,81.0,80.0,True
340,69281776,BILLY,Bookcases & shelving units,585.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-with-panel-glass-doors-white-s69281776/,Yes,"        Bookcase with panel/glass doors,          80x30x202 cm",Gillis Lundgren,30.0,202.0,80.0,True
341,70339291,FJÄLLBO,Bookcases & shelving units,495.0,No old price,True,https://www.ikea.com/sa/en/p/fjaellbo-shelving-unit-black-70339291/,No,"        Shelving unit,          100x136 cm",Johan Kroon,36.0,136.0,100.0,True
342,20345633,KOLBJÖRN,Bookcases & shelving units,695.0,No old price,True,https://www.ikea.com/sa/en/p/kolbjoern-cabinet-in-outdoor-beige-20345633/,No,"        Cabinet in/outdoor,          90x161 cm",IKEA of Sweden,35.0,161.0,90.0,True
344,99294560,VITTSJÖ,Bookcases & shelving units,695.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-tv-storage-combination-black-brown-glass-s99294560/,No,"        TV storage combination,          202x36x175 cm",Johan Kroon,36.0,175.0,202.0,True
347,79017837,BILLY,Bookcases & shelving units,370.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s79017837/,Yes,"        Bookcase,          160x28x202 cm",Gillis Lundgren,28.0,202.0,160.0,True
348,79305098,JONAXEL,Bookcases & shelving units,180.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-top-shelf-s79305098/,No,"        Frame/wire baskets/top shelf,          50x51x70 cm",IKEA of Sweden,51.0,70.0,50.0,True
349,79278250,KALLAX,Bookcases & shelving units,595.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s79278250/,Yes,"        Shelving unit with 4 inserts,          147x112 cm",Tord Björklund,39.0,112.0,147.0,True
352,10275862,KALLAX,Bookcases & shelving units,495.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-10275862/,Yes,"        Shelving unit,          147x147 cm",Tord Björklund,39.0,147.0,147.0,True
353,69190861,EKET,Bookcases & shelving units,435.0,No old price,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-s69190861/,Yes,"        Cabinet combination with feet,          105x35x107 cm",Jon Karlsson/IKEA of Sweden,35.0,107.0,105.0,True
361,59902658,VITTSJÖ,Bookcases & shelving units,620.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s59902658/,No,"        Storage combination,          151x36x175 cm",Johan Kroon,36.0,175.0,151.0,True
364,39285827,EKET,Bookcases & shelving units,80.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-dark-grey-s39285827/,Yes,"        Wall-mounted shelving unit,          35x25x35 cm",IKEA of Sweden/Jon Karlsson,25.0,35.0,35.0,True
365,89248314,IVAR,Bookcases & shelving units,275.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-1-section-shelves-pine-s89248314/,No,"        1 section/shelves,          89x30x179 cm",IKEA of Sweden,30.0,179.0,89.0,True
366,334536,EKET,Bookcases & shelving units,235.0,No old price,True,https://www.ikea.com/sa/en/p/eket-cabinet-with-4-compartments-dark-grey-00334536/,Yes,"        Cabinet with 4 compartments,          70x35x70 cm",Jon Karlsson,35.0,70.0,70.0,True
368,9294526,VITTSJÖ,Bookcases & shelving units,490.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s09294526/,No,"        Storage combination,          200x36x93 cm",Johan Kroon,36.0,93.0,200.0,True
370,99017445,KALLAX,Bookcases & shelving units,350.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-doors-black-brown-s99017445/,Yes,"        Shelving unit with doors,          77x147 cm",Tord Björklund,39.0,147.0,77.0,True
371,40309573,STUK,Bookcases & shelving units,35.0,No old price,True,https://www.ikea.com/sa/en/p/stuk-storage-case-white-grey-40309573/,No,"        Storage case,          55x51x18 cm",IKEA of Sweden,51.0,18.0,55.0,True
372,49046978,HEJNE,Bookcases & shelving units,705.0,No old price,True,https://www.ikea.com/sa/en/p/hejne-4-sections-shelves-softwood-s49046978/,No,"        4 sections/shelves,          307x50x171 cm",IKEA of Sweden,50.0,171.0,307.0,True
373,10429992,JONAXEL,Bookcases & shelving units,55.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-white-10429992/,No,"        Frame,          25x51x70 cm",IKEA of Sweden,51.0,70.0,25.0,True
