Category,Name,Image Path,Description,Style
Chairs,Chair-pad,database/images\Chairs---------Chair-pad----------3542x40x4.0-cm.jpg,"Simple and stylish, but above all - comfy. The thick, soft foam filling will make even the most restless feel relaxed at the table. Several colours to choose from – pick your favourite.",Modern
Chairs,Junior-chair,database/images\Chairs---------Junior-chair.jpg,"Too big for a highchair, but too short for a regular chair? Then a junior chair is perfect – high enough for the dining table, and with comfy support for the feet. Made for enjoyable dinners and crafting.",Modern
Chairs,Chair-pad,database/images\Chairs---------Chair-pad.jpg,The cushion can be turned over and therefore has two sides for even wear.,Modern
Chairs,Bar-stool-with-backrest,database/images\Chairs---------Bar-stool-with-backrest----------74-cm.jpg,Why not have the same style throughout the home? INGOLF series looks just as nice in the kitchen and dining room as in the bedroom or hallway. The solid wood construction stands up well to bumps and bangs.,Modern
Chairs,Table-and-6-chairs,database/images\Chairs---------Table-and-6-chairs----------180240-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Chairs,Table-and-2-chairs,database/images\Chairs---------Table-and-2-chairs.jpg,"Small, neat dimensions make the table easy to furnish with, even when space is limited.",Modern
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------120180-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Chairs,Bar-stool,database/images\Chairs---------Bar-stool----------75-cm.jpg,The soft and rounded back support feels like a nice embrace and makes the bar stool easy to hang on the table edge when it’s time to clean up.,Scandinavian
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------200x90-cm.jpg,"A slightly wider table with plenty of space for dinners, homework, crafts, and other everday activities.",Scandinavian
Chairs,Seat-shell-for-highchair,database/images\Chairs---------Seat-shell-for-highchair.jpg,"Your child sits safely in this white seat shell. The safety belt is designed so it won’t pinch your child and is easy to open with one hand – for you, but not for your child.",Modern
Chairs,Bench,database/images\Chairs---------Bench----------105x36-cm.jpg,"A bench gives you many seats in a small space. Perfect by the dining table, in the living room or in the hallway to create a warm and welcoming feeling. This one is part of the EKEDALEN furniture series.",Scandinavian
Chairs,Floor-protector,database/images\Chairs---------Floor-protector----------120x100-cm.jpg,"A practical solution under your child’s chair at the dining table or under your work chair to spare your floor from spills, wear and dirt. It’s transparent so your rug or floor will shine through.",Modern
Chairs,Bar-stool-with-backrest-foldable,database/images\Chairs---------Bar-stool-with-backrest-foldable----------74-cm.jpg,"Simple to fold up, easy to stow away. This bar stool in fresh white is always at hand when you need a few extra seats around the bar table, countertop or kitchen island.",Scandinavian
Chairs,Childrens-stool,database/images\Chairs---------Children's-stool----------24x24x28-cm.jpg,"The smart construction makes this stool easy to assemble, even a three-year old could do it – with a little help from a grown-up. A practical size for smaller bottoms.",Modern
Chairs,Highchair-tray,database/images\Chairs---------Highchair-tray.jpg,It can get quite messy when your child is learning to eat on their own. This white tray is easy to fix to LANGUR highchair to collect all spills – and is easy to wipe off when the meal is over.,Modern
Chairs,Juniorhighchair-with-tray,database/images\Chairs---------Juniorhighchair-with-tray.jpg,"As children get older, this chair changes too. From being a secure place where infants learn to eat and talk, to giving children the freedom to leave the table on their own when they’re big enough.",Modern
Chairs,Junior-chair,database/images\Chairs---------Junior-chair.jpg,"Too big for a highchair, but too short for a regular chair? Then a junior chair is perfect – high enough for the dining table, and with comfy support for the feet. Made for enjoyable dinners and crafting.",Modern
Chairs,Bar-stool,database/images\Chairs---------Bar-stool----------76-cm.jpg,"Challenged to solve the equation of combining design, function and quality in one chair, our designers came up with JANINGE chair. Durable enough for restaurant use – with a design you want to take home.",Modern
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------130190x80-cm.jpg,The simple design of this dining table will blend seamlessly into your dining area. And the smooth and simple extension lets you extend your dinner invitation without worrying about fitting everyone in.,Scandinavian
Chairs,Table-and-6-chairs,database/images\Chairs---------Table-and-6-chairs----------180240-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Chairs,Conference-chair,database/images\Chairs---------Conference-chair.jpg,"Stack a pair of STOLJAN chairs so you always have comfortable, extra seating close at hand. The round hole in the backrest adds both character and a nice airiness if you sit for a long time.",Transitional
Chairs,Bar-table-and-4-bar-stools,database/images\Chairs---------Bar-table-and-4-bar-stools----------120-cm.jpg,"The spacious bar table top gives plenty of space for eating, socialising but also for working.",Modern
Chairs,Padded-seat-cover-for-junior-chair,database/images\Chairs---------Padded-seat-cover-for-junior-chair.jpg,"With this padded grey cover over the seat of LANGUR junior chair, your child sits extra softly and comfortably. Just as easy to fix in place as to remove – and can of course be machine washed.",Modern
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------155215-cm.jpg,Solid wood is a hardwearing natural material.,Bohemian
Chairs,Active-sitstand-support,database/images\Chairs---------Active-sitstand-support.jpg,"Moves you when seated. This sit/stand support helps you to sit actively. A smart mechanism keeps your body in constant motion, strengthens muscles and the spine – and gives you a naturally healthy posture.",Bohemian
Chairs,Armchair,database/images\Chairs---------Armchair.jpg,"Warm and welcoming, neat and stylish. The supporting seat cushions, the cover’s soft finish and the tight fit gives this armchair a perfect balance between its comfort, functions and look.",Modern
Chairs,Bench,database/images\Chairs---------Bench----------83-cm.jpg,"The beauty of the HEMNES series is that it will never feel outdated. Made with sustainably-sourced solid pine, a durable and renewable material that maintains its genuine character with each passing year.",Modern
Chairs,Chair,database/images\Chairs---------Chair.jpg,The soft and rounded back support feels like a nice embrace and makes the chair easy to hang on the table edge when you want to sweep the floor after dinner.,Modern
Chairs,Bar-stool-with-backrest,database/images\Chairs---------Bar-stool-with-backrest----------75-cm.jpg,Our super comfy NORDVIKEN bar stool with deepening in the seat and curved backrest keeps the conversation going until you ask the guests to leave. A perfect match with NORDVIKEN bar table.,Modern
Chairs,Stepladder-3-steps,database/images\Chairs---------Stepladder-3-steps----------63-cm.jpg,It’s smart to store things high up ‒ but sometimes it’s difficult to reach them. This step ladder makes it easier to reach things highest up in cabinets ‒ and it's also nice to look at.,Modern
Chairs,Table-and-2-folding-chairs,database/images\Chairs---------Table-and-2-folding-chairs----------75-cm.jpg,This table suits many people from the minimalist to the family demanding everyday strength and durability. Put it in the kitchen or in the dining room. The clean design combines well with many styles.,Scandinavian
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------120180-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Chairs,Table-and-1-chair,database/images\Chairs---------Table-and-1-chair----------74-cm.jpg,Big on function in the smallest of spaces. This foldable dining set with storage keeps your most important things organised and handy while you move between activities throughout the day.,Modern
Chairs,Childrens-step-stool,database/images\Chairs---------Children's-step-stool----------40x38x33-cm.jpg,"With this stool, your child can help out in the kitchen or reach things, without asking for help. The handles make it easy to carry and it stands steadily so your child can focus on the task.",Modern
Chairs,Childrens-bench,database/images\Chairs---------Children's-bench.jpg,"As your child grows, you can raise the seat-height, and because it’s made of sturdy solid pine it will outlast many years of reading, playing and creativity. A perfect match with FLISAT desk.",Modern
Chairs,Folding-chair,database/images\Chairs---------Folding-chair.jpg,The chair is lightweight and easy to take out and unfold when you extend your table for extra dinner guests. Just as easy to fold and store when not in use.,Scandinavian
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------120180-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Chairs,Chair,database/images\Chairs---------Chair.jpg,"This brown slatted back chair with wooden frame makes your dining area look its best. The high, curved backrest and soft seat with removable/washable cover make life around the table comfy and relaxed.",Modern
Chairs,Childrens-armchair-frame,database/images\Chairs---------Children's-armchair-frame.jpg,Children feel special and important when they can do as the adults do. That's why we created a miniature children’s version of our beloved POÄNG armchair. Now you can sit and relax together - side by side.,Modern
Chairs,Stool,database/images\Chairs---------Stool----------45-cm.jpg,"A versatile stool with a straightforward Scandinavian design. Since it’s made of solid birch and approved for public use, you can trust that your stool will handle daily wear and tear.",Transitional
Chairs,Table-with-2-chairs-and-bench,database/images\Chairs---------Table-with-2-chairs-and-bench----------120180-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Chairs,Bar-stool-with-backrest,database/images\Chairs---------Bar-stool-with-backrest----------75-cm.jpg,"Big, bigger, biggest - our super comfy EKEDALEN chairs keep the conversation going until you ask the guests to leave. Available in 3 heights for a perfect match with EKEDALEN bar table or dining table.",Modern
Chairs,Bar-stool,database/images\Chairs---------Bar-stool----------77-cm.jpg,A comfortable bar stool with clean lines in white and chrome. If you have several you can stack them – handy when it's time to sweep the floor or if you just want some more floor space.,Modern
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------140x78-cm.jpg,A light and airy dining table set made of ash veneer and birch. It has a distinct Scandinavian appeal and the table has even received the Red Dot Design Award.,Scandinavian
Chairs,Table-and-6-armchairs,database/images\Chairs---------Table-and-6-armchairs----------220x100-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Chairs,Table-and-6-chairs,database/images\Chairs---------Table-and-6-chairs----------180240-cm.jpg,A durable dining set that makes it easy to have big dinners. A single person can extend the table and there’s plenty of room for chairs since the legs are always located at the corners of the table.,Modern
Chairs,Chair,database/images\Chairs---------Chair.jpg,Why’s this chair so comfy? The upholstered seat distributes your weight evenly and the angle of the seat and back help you to keep a good posture. Partners perfectly with VEDBO table for a timeless look.,Traditional
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------152223x95-cm.jpg,This beautifully matched dining set with traditional feel will soon become a natural gathering place in your home. NORDVIKEN extendable table seats 4 to 6 people and NORDVIKEN chair provides good comfort.,Bohemian
Chairs,Highchair-with-tray,database/images\Chairs---------Highchair-with-tray.jpg,Even the youngest family member needs a seat at the table. Our highchairs go through the toughest safety testing in the world so you can be sure your child is sitting safe and steady. Enjoy your meal!,Modern
Chairs,Chair,database/images\Chairs---------Chair.jpg,"A transparent chair that mirrors its surroundings. It picks up the colours of the room and appears to be floating. And because there’s flexibility in the seat, you may feel like you are floating too.",Modern
Chairs,Chair-with-armrests,database/images\Chairs---------Chair-with-armrests.jpg,"Challenged to solve the equation of combining design, function and quality in one chair, our designers came up with JANINGE chair. Durable enough for restaurant use – with a design you want to take home.",Modern
Chairs,Table-and-6-chairs,database/images\Chairs---------Table-and-6-chairs----------180240-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------120180-cm.jpg,"The melamine table top is moisture resistant, stain resistant and easy to keep clean.",Scandinavian
Chairs,Junior-chair,database/images\Chairs---------Junior-chair.jpg,"Too big for a highchair, but too short for a regular chair? Then a junior chair is perfect – high enough for the dining table, and with comfy support for the feet. Made for enjoyable dinners and crafting.",Modern
Chairs,Bar-stool-with-backrest,database/images\Chairs---------Bar-stool-with-backrest----------74-cm.jpg,Inspired by our Scandinavian design heritage using simple materials and expressions. It’s been tested and approved for public use – so you can be sure it will handle the demands of family-life at home.,Traditional
Chairs,Juniorhighchair,database/images\Chairs---------Juniorhighchair.jpg,"As children get older, this chair changes too. From being a secure place where infants learn to eat and talk, to giving children the freedom to leave the table on their own when they’re big enough.",Modern
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------125x74-cm.jpg,Each table expresses straightforward Scandinavian design in birch with varying grain patterns and natural colour shifts. Approved for public use – so you know it can handle eager children and wild friends.,Bohemian
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------125-cm.jpg,This table suits many people from the minimalist to the family demanding everyday strength and durability. Put it in the kitchen or in the dining room. The clean design combines well with many styles.,Scandinavian
Chairs,Chair,database/images\Chairs---------Chair.jpg,"Challenged to solve the equation of combining design, function and quality in one chair, our designers came up with JANINGE chair. Durable enough for restaurant use – with a design you want to take home.",Modern
Chairs,Junior-chair,database/images\Chairs---------Junior-chair.jpg,"Too big for a highchair, but too short for a regular chair? Then a junior chair is perfect – high enough for the dining table, and with comfy support for the feet. Made for enjoyable dinners and crafting.",Modern
Chairs,Junior-chair,database/images\Chairs---------Junior-chair.jpg,"Too big for a highchair, but too short for a regular chair? Then a junior chair is perfect – high enough for the dining table, and with comfy support for the feet. Made for enjoyable dinners and crafting.",Modern
Chairs,Conference-chair-with-castors,database/images\Chairs---------Conference-chair-with-castors.jpg,10 year guarantee. Read about the terms in the guarantee brochure.,Modern
Chairs,Armchair,database/images\Chairs---------Armchair.jpg,"POÄNG armchair has stylish curved lines in bentwood, providing nice support for the neck and comfy resilience. It’s been in our range for several decades and is still just as popular. Want to try it too?",Modern
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------125x74-cm.jpg,Each table expresses straightforward Scandinavian design in birch with varying grain patterns and natural colour shifts. Approved for public use – so you know it can handle eager children and wild friends.,Bohemian
Chairs,Table-and-6-chairs,database/images\Chairs---------Table-and-6-chairs----------210289x105-cm.jpg,This beautifully matched dining set with traditional feel will soon become a natural gathering place in your home. NORDVIKEN extendable table seats 6 to 8 people and NORDVIKEN chair provides good comfort.,Bohemian
Chairs,Table-and-6-chairs,database/images\Chairs---------Table-and-6-chairs----------240x105-cm.jpg,"The matte, velvety surface of this dining table invites you to feel its smoothness. It isn’t sensitive to fingerprints so go ahead and touch. Partners perfectly with VEDBO chair for a timeless look.",Traditional
Chairs,Table-and-6-chairs,database/images\Chairs---------Table-and-6-chairs----------180240-cm.jpg,A durable dining set that makes it easy to have big dinners. A single person can extend the table and there’s plenty of room for chairs since the legs are always located at the corners of the table.,Modern
Chairs,Table-and-6-chairs,database/images\Chairs---------Table-and-6-chairs----------235x100-cm.jpg,A durable dining set that makes it easy to have big dinners. The solid wood holds up well over time and will endure all the family meals and activities around the table.,Modern
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------152223x95-cm.jpg,This beautifully matched dining set with traditional feel will soon become a natural gathering place in your home. NORDVIKEN extendable table seats 4 to 6 people and NORDVIKEN chair provides good comfort.,Bohemian
Chairs,Armchair,database/images\Chairs---------Armchair.jpg,"Simple, timeless design that’s still going strong after 40 years in our stores. It’s loved by all ages so we made a grown-up size and a children’s size. There's lots of cushions to choose from.",Traditional
Chairs,Table-and-4-chairs,database/images\Chairs---------Table-and-4-chairs----------120180-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Chairs,Bar-table-and-4-bar-stools,database/images\Chairs---------Bar-table-and-4-bar-stools.jpg,"The spacious bar table top gives plenty of space for eating, socialising but also for working.",Modern
Chairs,Table-and-6-chairs,database/images\Chairs---------Table-and-6-chairs----------235x100-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Chests-of-drawers-drawer-units,Frame-with-mesh-baskets,database/images\Chests-of-drawers-&-drawer-units---------Frame-with-mesh-baskets----------25x51x70-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Chests-of-drawers-drawer-units,Drawer-unit-on-castors,database/images\Chests-of-drawers-&-drawer-units---------Drawer-unit-on-castors----------28x69-cm.jpg,A drawer unit on castors makes your workspace both a little more flexible and organised. Roll it under your desk or wherever you need your things for the moment.,Modern
Chests-of-drawers-drawer-units,Chest-of-2-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-2-drawers----------60x42x91-cm.jpg,"Build your PLATSA storage as you want it – high or low, under a sloping ceiling or along an entire wall. It assembles in minutes with a simple “click”. Finish with doors and interior organisers as needed.",Scandinavian
Chests-of-drawers-drawer-units,Drawer-unit,database/images\Chests-of-drawers-&-drawer-units---------Drawer-unit.jpg,"A simple, slim and practical drawer unit that you can fit almost anywhere. Transparent drawers give you a good overview of what you store – and the drawer unit is also easy to move thanks to the castors.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-6-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-6-drawers----------160x78-cm.jpg,"A clean expression that fits right in, in the bedroom or wherever you place it. Smooth-running drawers and in a choice of finishes – pick your favourite. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------62x70-cm.jpg,"Made of solid wood, which is a hardwearing and warm natural material.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------80x78-cm.jpg,"A clean expression that fits right in, in the bedroom or wherever you place it. Smooth-running drawers and in a choice of finishes – pick your favourite. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------90x83-cm.jpg,"A simple, functional chest of drawers that goes with any decor, in a bedroom or wherever you place it. There’s room for both your favourite clothes and extra bedding. Psst! Remember to anchor it to a wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-8-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-8-drawers----------160x96-cm.jpg,"A classic larger-sized chest of drawers in solid wood, with a traditional look and modern function. Quiet, smooth-running drawers make it easy to organise your things. Psst! Please attach to the wall.",Traditional
Chests-of-drawers-drawer-units,Chest-of-2-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-2-drawers----------40x55-cm.jpg,"A clean expression that fits right in, in the bedroom or wherever you place it. Smooth-running drawers and in a choice of finishes – pick your favourite.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-2-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-2-drawers----------35x49-cm.jpg,"A simple chest of drawers with a clean look that fits right in, in the bedroom or wherever you place it. Use it as an extra storage solution for smaller items – works great as a bedside table too.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-6-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-6-drawers----------80x123-cm.jpg,"A clean expression that fits right in, in the bedroom or wherever you place it. Smooth-running drawers and in a choice of finishes – pick your favourite. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------78x95-cm.jpg,The frosted glass top drawer creates a distinct look – place the chest of drawers as a solitaire or emphasise the look by placing two or more next to each other. Psst! Please attach to the wall.,Modern
Chests-of-drawers-drawer-units,Chest-of-4-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-4-drawers----------78x124-cm.jpg,The frosted glass top drawer creates a distinct look – place the chest of drawers as a solitaire or emphasise the look by placing two or more next to each other. Psst! Please attach to the wall.,Modern
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------55x62-cm.jpg,"LOTE chest of drawers is easy to use, place and move around thanks to the sides that are also practical handles. Semi-transparent fronts allow you to see the contents – also suitable as a bedside table.",Modern
Chests-of-drawers-drawer-units,Chest-of-4-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-4-drawers----------80x100-cm.jpg,"A clean expression that fits right in, in the bedroom or wherever you place it. Smooth-running drawers and in a choice of finishes – pick your favourite. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-5-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-5-drawers----------70x112-cm.jpg,"A simple chest of drawers with a clean look that fits right in, in a bedroom or wherever you place it. There’s room for both your favourite clothes and extra bedding. Psst! Remember to anchor it to a wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-6-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-6-drawers----------40x123-cm.jpg,"A clean expression that fits right in, in the bedroom or wherever you place it. Smooth-running drawers and in a choice of finishes – pick your favourite. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Framewire-basketstop-shelf,database/images\Chests-of-drawers-&-drawer-units---------Framewire-basketstop-shelf----------50x51x70-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Chests-of-drawers-drawer-units,Chest-of-4-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-4-drawers----------87x76-cm.jpg,"Tuck your clothes into the soft-closing drawers and enjoy the soft shapes and handcrafted feel in the details. The light, Scandinavian expression looks great with other furniture in the TYSSEDAL series.",Scandinavian
Chests-of-drawers-drawer-units,Smart-lock,database/images\Chests-of-drawers-&-drawer-units---------Smart-lock.jpg,The keyless smart lock makes it easy and safe to store personal items. You lock it with the included master keycards – and can be sure that you are the only one with access to your belongings.,Modern
Chests-of-drawers-drawer-units,Chest-of-6-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-6-drawers----------127x81-cm.jpg,"Tuck your clothes into the soft-closing drawers and enjoy the soft shapes and handcrafted feel in the details. The light, Scandinavian expression looks great with other furniture in the TYSSEDAL series.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-5-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-5-drawers----------90x90-cm.jpg,The BJÖRKSNÄS collection has its roots in Scandinavian craftsmanship tradition. Classic and freestanding in durable natural materials with nice details and proportions that make them fit in many rooms.,Traditional
Chests-of-drawers-drawer-units,Glass-top,database/images\Chests-of-drawers-&-drawer-units---------Glass-top----------160x48-cm.jpg,Place this transparent grey glass top on MALM chest of drawers to protect the surface.,Modern
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------82x81-cm.jpg,The classic design with panelled drawer fronts never goes out of style. Psst! Please attach to the wall.,Traditional
Chests-of-drawers-drawer-units,Drawer-unit-on-castors,database/images\Chests-of-drawers-&-drawer-units---------Drawer-unit-on-castors----------35x75-cm.jpg,Drawer stops prevent the drawers from being pulled out too far.,Modern
Chests-of-drawers-drawer-units,Frame-with-wire-baskets,database/images\Chests-of-drawers-&-drawer-units---------Frame-with-wire-baskets----------25x51x70-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Chests-of-drawers-drawer-units,Frame-with-mesh-baskets,database/images\Chests-of-drawers-&-drawer-units---------Frame-with-mesh-baskets----------50x51x70-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Chests-of-drawers-drawer-units,Chest-of-9-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-9-drawers----------160x76-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Glass-top,database/images\Chests-of-drawers-&-drawer-units---------Glass-top----------54x38-cm.jpg,"The glass top protects HEMNES chest of drawers and gives it a clean expression. Since the glass is transparent, you can easily add a personal touch by slipping pictures, wall paper or drawings underneath.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------60x57x73-cm.jpg,"Build your PLATSA storage as you want it – high or low, under a sloping ceiling or along an entire wall. It assembles in minutes with a simple “click”. Finish with doors and interior organisers as needed.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-12-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-12-drawers----------160x145-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-6-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-6-drawers----------82x126-cm.jpg,The classic design with panelled drawer fronts never goes out of style. Psst! Please attach to the wall.,Traditional
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------60x64-cm.jpg,The perfect chest of drawers for a child’s room? Just the right height and with 3 spacious drawers that gladly take care of toys and sweaters. Knob stickers are also included to label the drawers with.,Modern
Chests-of-drawers-drawer-units,Chest-of-6-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-6-drawers----------120x54-cm.jpg,"You can build NORDLI chest of drawers any way you want – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place.",Scandinavian
Chests-of-drawers-drawer-units,Drawer-unit-with-smart-lock,database/images\Chests-of-drawers-&-drawer-units---------Drawer-unit-with-smart-lock----------42x61-cm.jpg,"The integrated smart lock helps you keep your things secure in the storage. This combination includes 1 smart lock, but you can always add extra smart locks for the other storage boxes.",Modern
Chests-of-drawers-drawer-units,Chest-of-2-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-2-drawers----------60x57x53-cm.jpg,"Build your PLATSA storage as you want it – high or low, under a sloping ceiling or along an entire wall. It assembles in minutes with a simple “click”. Finish with doors and interior organisers as needed.",Scandinavian
Chests-of-drawers-drawer-units,Drawer-unit-with-drop-file-storage,database/images\Chests-of-drawers-&-drawer-units---------Drawer-unit-with-drop-file-storage----------35x75-cm.jpg,"A practical drawer unit with clean lines, drop-file storage and pull-out stops. The unit also has a finished back, so you can place it where you like in the room – and easily move it thanks to the castors.",Modern
Chests-of-drawers-drawer-units,Frame-with-wire-baskets,database/images\Chests-of-drawers-&-drawer-units---------Frame-with-wire-baskets----------50x51x70-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Chests-of-drawers-drawer-units,Chest-of-4-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-4-drawers----------160x54-cm.jpg,"You can build NORDLI chest of drawers any way you want – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place.",Scandinavian
Chests-of-drawers-drawer-units,Frame-with-wire-baskets,database/images\Chests-of-drawers-&-drawer-units---------Frame-with-wire-baskets----------50x51x104-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------40x76-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Frame-with-mesh-basketscastors,database/images\Chests-of-drawers-&-drawer-units---------Frame-with-mesh-basketscastors----------25x51x73-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Chests-of-drawers-drawer-units,Chest-of-4-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-4-drawers----------67x102-cm.jpg,"Tuck your clothes into the soft-closing drawers and enjoy the soft shapes and handcrafted feel in the details. The light, Scandinavian expression looks great with other furniture in the TYSSEDAL series.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-12-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-12-drawers----------120x145-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
